UNITNO,MAP_SYMBOL,STATE,NAME,AGE,LITH1,LITH2,LITH3
*35,Mbc,PENSILVANIA,"Burgoon Sandstone through Cuyahoga Group, undifferentiated",Mississippian,Sandstone,Shale,Siltstone; conglomerate
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*53,Dcd,PENSILVANIA,Duncannon Member of Catskill Formation,Devonian,Sandstone,Siltstone,Mudstone; conglomerate
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*115,Obv,PENSILVANIA,Valentine Member of Benner Formation,Ordovician,High-calcium limestone,,
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*89,Swc,PENSILVANIA,Wills Creek Formation,Silurian,Calcareous shale,Siltstone,Shaly limestone; dolomite
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*44,MDr,PENSILVANIA,Rockwell Formation,Mississippian and Devonian,Argillaceous sandstone,Shale,Carbonaceous shale; conglomerate; diamictite
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*63,Dclr,PENSILVANIA,Long Run Member of Catskill Formation,Devonian,Sandstone,Siltstone,Mudstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*61,Dcpg,PENSILVANIA,Poplar Gap Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*85,DSkt,PENSILVANIA,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,Limestone,Shale,
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*35,Mbc,PENSILVANIA,"Burgoon Sandstone through Cuyahoga Group, undifferentiated",Mississippian,Sandstone,Shale,Siltstone; conglomerate
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*61,Dcpg,PENSILVANIA,Poplar Gap Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*63,Dclr,PENSILVANIA,Long Run Member of Catskill Formation,Devonian,Sandstone,Siltstone,Mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*62,Dcp,PENSILVANIA,Packerton Member of Catskill Formation,Devonian,Sandstone,Conglomerate,Siltstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*78,Doo,PENSILVANIA,"Onondaga and Old Port Formations, undivided",Devonian,Calcareous shale,Sandstone,Limestone; argillaceous limestone; chert; shale; siliceous siltstone; bentonite
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*125,Oa,PENSILVANIA,Axemann Formation,Ordovician,Limestone,,
*44,MDr,PENSILVANIA,Rockwell Formation,Mississippian and Devonian,Argillaceous sandstone,Shale,Carbonaceous shale; conglomerate; diamictite
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*92,Sb,PENSILVANIA,Bloomsburg Formation,Silurian,Shale,Siltstone,Sandstone; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*75,Dh,PENSILVANIA,Hamilton Group,Devonian,Shale,Siltstone,Black shale; argillaceous limestone; sandstone; limestone; bentonite
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*128,On,PENSILVANIA,Nittany Formation,Ordovician,Dolomite,Chert,
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*37,Mp,PENSILVANIA,Pocono Formation,Mississippian,Sandstone,Siltstone,Conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*52,Dcb,PENSILVANIA,Buddys Run Member of Catskill Formation,Devonian,Siltstone,Mudstone,Sandstone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*80,Dbe,PENSILVANIA,"Buttermilk Falls Limestone through Esopus Formation, undivided",Devonian,Siliceous sandstone,Limestone,Siltstone; shale; chert
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*32,Pl,PENSILVANIA,Llewellyn Formation,Pennsylvanian,Sandstone,Siltstone,Shale; conglomerate; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*80,Dbe,PENSILVANIA,"Buttermilk Falls Limestone through Esopus Formation, undivided",Devonian,Siliceous sandstone,Limestone,Siltstone; shale; chert
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
